departamento;municipio;circuito;establecimiento;mesa;electores;paso_saenz;paso_fdt_leavy;paso_fdt_isa;paso_olmedo;paso_fit_villegas;paso_fit_gil;paso_fit_lopez;paso_fernandez;grales_saenz;grales_fdt_leavy;grales_olmedo;grales_fit_lopez;grales_fernandez
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1652;337;120;22;20;33;1;3;5;3;151;22;35;8;3
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1653;336;150;26;11;48;2;2;6;4;159;25;44;7;4
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1654;337;110;29;22;37;4;3;10;4;164;24;36;14;5
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1655;337;138;36;14;24;3;3;5;4;149;33;36;4;3
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1656;336;131;25;18;43;1;4;7;5;154;31;43;12;7
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1657;336;130;21;11;43;2;0;5;3;139;20;48;9;2
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1658;336;127;33;15;34;4;0;5;3;143;34;37;9;4
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1659;338;141;18;14;35;4;0;4;8;166;22;33;3;5
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1660;338;145;13;15;46;1;2;4;3;156;26;43;6;2
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1661;343;121;36;14;32;2;4;9;3;137;34;37;7;7
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1662;336;129;26;22;34;3;2;6;2;146;37;38;14;0
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1663;337;130;29;16;42;0;6;6;0;164;31;27;8;11
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1664;337;122;24;18;34;3;0;7;7;132;33;39;12;7
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1665;338;127;19;21;47;5;3;5;6;166;16;48;11;3
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1666;335;130;16;17;56;6;2;8;1;141;20;60;11;3
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1667;336;117;25;6;43;2;5;14;5;148;22;34;12;2
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1668;337;129;28;21;52;3;0;9;1;162;32;40;8;2
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1669;333;133;37;15;40;4;2;4;1;158;30;38;8;5
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1670;334;112;29;14;46;2;0;4;7;148;35;33;6;4
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1671;336;132;30;11;37;3;2;4;1;157;24;35;12;4
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1672;338;120;20;17;44;2;6;9;4;154;23;31;10;6
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1673;335;135;27;15;25;5;1;5;4;170;27;27;8;5
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1674;334;138;28;6;54;1;1;6;3;170;15;38;8;4
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1675;334;124;36;13;38;7;0;5;7;147;37;35;12;8
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1676;338;132;26;21;42;1;3;5;2;165;20;32;6;6
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1677;336;133;24;11;63;1;2;11;1;169;28;48;6;2
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1678;335;139;29;10;41;0;2;5;2;154;38;31;8;4
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1679;332;145;14;15;39;3;2;10;2;151;30;38;8;3
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1680;338;129;31;25;39;6;4;3;1;139;42;36;13;2
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1681;337;139;20;15;27;3;0;9;3;159;22;23;12;3
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1682;337;123;30;13;36;1;2;6;3;150;26;32;11;3
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1683;335;134;23;10;37;1;2;4;6;146;33;32;8;5
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1684;337;121;30;10;36;1;4;4;3;148;34;33;8;3
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1685;337;134;27;17;43;2;4;3;5;162;34;42;8;3
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1686;337;129;16;14;33;2;2;6;3;160;18;33;6;1
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1687;337;101;18;17;38;1;6;6;3;136;27;40;12;5
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1688;337;119;19;24;35;3;1;6;4;164;26;23;10;9
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1689;337;118;23;17;38;3;4;11;4;131;28;37;17;7
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1690;335;118;21;20;42;0;1;7;5;170;16;33;7;5
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1691;337;124;25;13;44;0;5;12;4;149;24;38;14;3
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1692;339;138;29;22;34;1;3;10;1;166;21;29;15;6
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1693;336;120;22;18;45;1;3;4;1;148;28;34;8;3
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1694;335;109;19;21;41;2;4;7;2;150;22;26;14;4
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1695;336;118;21;18;42;3;4;8;6;146;24;34;13;6
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1696;336;139;22;15;33;4;3;9;0;160;27;31;11;5
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1697;336;132;24;17;29;1;3;9;2;158;37;20;10;2
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1698;335;135;26;15;43;1;2;5;5;168;23;36;11;1
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1699;335;109;27;16;42;1;2;14;5;145;33;34;7;4
CAPITAL;SALTA;3H;ESCUELA Nº 4314 BRIG. JUAN A. ALVAREZ DE ARENALES;1700;340;115;20;17;35;2;4;10;4;132;34;37;8;3
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1701;348;131;48;21;42;1;4;9;1;139;61;46;10;7
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1702;347;121;34;20;44;3;4;8;2;160;40;42;13;2
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1703;348;129;33;25;51;4;4;7;7;146;37;57;11;5
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1704;348;136;36;18;44;2;1;7;5;144;43;49;7;5
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1705;348;119;39;19;50;5;3;6;3;129;39;67;13;8
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1706;347;127;48;24;46;3;3;1;6;132;56;56;6;10
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1707;344;124;38;17;45;1;0;4;4;140;42;49;8;6
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1708;346;121;41;27;60;2;0;6;4;151;51;55;5;1
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1709;346;122;45;20;72;0;4;10;4;138;56;55;8;2
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1710;346;125;48;20;44;0;1;2;3;132;55;52;3;4
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1711;346;131;53;27;37;2;2;4;4;146;61;36;11;3
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1712;349;116;34;33;41;2;2;6;3;144;47;47;5;6
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1713;347;134;45;24;53;2;4;7;6;154;38;47;7;5
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1714;347;110;42;27;49;0;2;6;11;140;48;40;9;6
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1715;345;118;44;23;41;1;1;11;2;134;48;48;5;5
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1716;346;112;50;15;50;1;1;6;4;151;45;40;10;6
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1717;347;126;46;20;48;1;1;6;6;136;43;53;8;4
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1718;346;131;31;20;54;1;3;6;5;133;41;50;10;9
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1719;344;140;29;15;42;1;2;7;10;148;38;47;12;4
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1720;346;134;42;22;43;4;6;5;1;152;48;43;9;4
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1721;346;118;46;18;57;1;5;7;5;148;42;52;8;5
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1722;345;114;41;17;40;2;2;4;3;155;39;46;4;4
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1723;347;124;35;23;41;6;0;7;5;144;44;48;12;4
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1724;346;133;46;18;49;3;0;4;4;151;37;57;11;3
CAPITAL;SALTA;3I;ESCUELA Nº 4688 NTA. SEÑORA DE LA ASUNCION;1725;352;126;36;32;41;0;1;5;5;154;40;49;8;4
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1726;346;136;58;19;37;3;1;4;1;150;45;42;7;5
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1727;347;123;39;24;35;3;6;5;1;134;45;36;13;1
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1728;346;128;34;21;52;0;1;7;3;138;42;51;9;7
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1729;344;130;35;20;42;1;0;7;4;157;49;47;6;3
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1730;347;110;33;26;48;2;1;6;5;138;49;48;0;4
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1731;347;123;34;17;52;4;5;5;5;155;42;39;6;9
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1732;345;125;28;15;49;0;3;5;8;146;40;50;6;3
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1733;344;116;36;13;51;4;5;8;0;132;43;48;11;6
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1734;347;130;35;19;58;4;2;7;2;153;47;46;9;7
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1735;345;122;34;21;51;3;3;6;1;140;28;56;7;6
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1736;347;120;46;30;51;0;1;5;7;148;56;43;8;4
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1737;344;108;28;25;56;2;2;7;6;128;55;65;7;6
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1738;345;121;37;22;52;2;3;3;6;131;45;60;7;5
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1739;346;117;35;21;44;3;6;4;1;144;39;44;7;1
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1740;347;120;36;20;58;2;2;7;6;138;37;53;11;2
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1741;347;105;39;24;49;6;4;3;6;128;39;54;5;9
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1742;347;128;30;21;41;5;3;9;5;142;33;47;15;5
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1743;346;141;43;14;49;2;0;5;3;161;42;42;12;4
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1744;346;127;32;13;57;2;2;5;1;146;27;66;6;2
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1745;347;123;56;20;42;2;0;2;7;136;60;36;3;6
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1746;347;127;26;12;56;3;1;4;7;132;34;66;11;8
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1747;346;126;50;17;52;6;1;5;4;134;50;58;6;4
CAPITAL;SALTA;3I;ESCUELA Nº 4741 DR. GUSTAVO C. LEGUIZAMON;1748;352;126;38;23;34;1;4;3;8;142;50;37;6;6
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1749;332;108;39;14;62;1;4;7;2;130;31;62;11;4
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1750;331;113;35;22;58;1;3;8;3;139;34;54;8;4
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1751;330;127;33;24;57;2;1;3;6;131;48;56;9;1
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1752;333;114;42;14;42;3;2;1;5;130;52;32;6;4
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1753;332;92;45;15;64;1;2;6;5;114;45;66;9;4
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1754;333;137;29;18;41;7;2;3;5;146;46;48;6;3
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1755;333;104;44;23;38;5;1;5;2;114;45;50;7;5
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1756;331;98;49;21;63;0;2;1;3;117;50;66;8;2
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1757;333;113;35;19;40;3;1;5;3;129;44;41;10;7
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1758;333;121;34;15;38;3;2;10;6;120;51;42;15;2
CAPITAL;SALTA;3J;ESCUELA Nº 4726 PROF. OSCAR OÑATIVIA;1759;335;119;43;19;59;1;5;3;4;142;51;56;1;9
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1760;339;127;21;14;35;2;1;4;3;167;22;29;6;3
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1761;339;153;23;8;39;1;2;6;5;188;21;31;6;1
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1762;337;141;25;8;53;2;2;7;1;163;22;42;9;3
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1763;338;144;18;15;37;0;1;9;2;177;20;46;4;2
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1764;340;139;17;16;53;1;1;4;0;157;19;51;11;3
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1765;339;143;20;20;39;0;0;2;3;187;22;31;4;3
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1766;339;137;22;18;46;2;2;6;1;186;17;23;10;5
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1767;339;134;20;7;52;1;2;3;1;175;20;34;5;2
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1768;344;140;22;6;37;0;2;12;0;168;21;36;10;0
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1769;337;142;18;16;39;1;1;0;2;166;20;34;3;5
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1770;339;121;23;13;53;1;2;1;4;159;23;41;6;4
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1771;339;132;15;9;42;1;0;7;2;154;21;35;2;5
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1772;338;154;17;11;52;2;2;1;5;174;17;33;3;4
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1773;339;136;15;18;40;1;1;8;2;179;12;26;4;2
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1774;339;125;18;13;65;1;2;9;1;169;18;46;9;5
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1775;339;140;19;11;41;1;0;5;4;170;19;20;8;2
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1776;339;139;18;19;50;0;2;5;4;175;26;43;6;4
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1777;338;118;28;11;46;2;0;3;2;171;22;31;4;0
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1778;338;108;22;22;55;0;4;5;3;155;25;37;11;5
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1779;339;135;25;9;47;3;1;1;1;147;21;34;7;0
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1780;339;130;21;18;52;0;0;2;2;142;18;48;6;2
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1781;344;136;18;12;42;0;5;6;8;166;24;33;11;5
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1782;338;153;27;22;43;0;4;8;5;186;30;42;9;10
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1783;336;165;20;18;32;3;3;9;6;187;24;27;16;4
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1784;338;170;35;14;27;0;2;5;3;177;37;26;9;6
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1785;335;165;26;17;37;2;3;5;3;170;32;42;8;3
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1786;337;134;37;23;45;1;2;3;4;174;32;40;10;3
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1787;338;150;21;18;41;1;2;4;6;191;23;33;2;5
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1788;338;134;28;29;38;1;2;8;5;168;38;34;10;3
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1789;341;148;25;21;36;2;2;8;7;179;36;34;10;9
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1790;338;151;22;19;46;2;2;5;5;177;26;41;9;8
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1791;336;135;32;22;49;1;4;4;10;174;23;45;11;8
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1792;337;152;28;22;48;5;2;5;4;179;37;42;6;3
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1793;336;152;34;19;41;3;1;4;3;163;43;40;8;4
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1794;335;165;23;25;31;8;2;3;9;193;27;27;7;8
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1795;337;141;28;23;46;0;5;4;8;170;25;54;8;5
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1796;335;162;18;30;32;2;3;3;8;199;32;24;5;5
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1797;337;164;26;22;43;2;2;3;4;186;35;41;9;6
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1798;337;146;29;28;48;1;3;1;2;179;31;42;7;5
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1799;342;179;15;12;38;0;3;2;2;202;19;32;7;6
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1800;341;141;14;11;58;1;2;4;1;183;10;44;4;4
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1801;342;125;21;8;58;0;2;4;2;161;23;37;2;2
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1802;342;147;18;11;50;0;3;5;0;185;15;41;2;3
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1803;342;142;21;9;48;3;3;4;0;184;18;37;6;1
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1804;339;134;22;10;43;0;3;3;3;165;25;42;5;4
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1805;341;148;21;17;49;2;1;6;1;197;11;29;6;2
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1806;339;128;25;19;53;1;3;5;2;176;26;37;1;4
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1807;342;137;15;9;48;1;2;2;2;169;19;49;3;2
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1808;342;136;8;6;61;0;1;1;2;192;7;36;4;2
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1809;341;148;16;10;50;1;5;0;3;190;10;40;4;3
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1810;341;157;17;11;42;0;5;2;2;184;19;36;3;4
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1811;341;145;13;15;41;0;5;4;2;184;22;38;5;2
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1812;341;141;15;14;37;0;1;1;4;176;9;44;3;5
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1813;340;154;16;7;49;0;3;5;2;188;15;38;8;5
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1814;344;146;28;9;49;0;5;3;2;182;20;41;6;0
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1815;338;149;10;16;41;1;1;1;1;172;13;37;4;1
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1816;341;128;16;13;52;1;1;1;1;179;16;33;3;5
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1817;341;149;11;11;43;2;5;5;1;179;19;37;7;4
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1818;340;150;12;10;50;0;0;2;1;177;15;44;5;1
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1819;339;148;18;15;42;2;2;1;4;158;16;34;5;4
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1820;341;169;24;13;52;0;2;1;1;206;29;38;3;2
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1821;340;132;23;13;45;0;3;7;1;178;16;40;7;3
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1822;338;133;25;11;48;0;3;9;3;180;21;36;7;6
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1823;340;155;17;8;39;0;1;3;3;183;14;30;5;5
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1824;340;134;11;11;53;2;2;3;3;171;17;48;3;4
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1825;341;169;15;11;38;1;2;4;1;204;14;24;8;1
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1826;342;153;23;10;49;0;1;1;0;189;20;32;2;2
